Id,CreationDate,PostId,RelatedPostId,LinkTypeId
"642048","2012-06-29 21:27:57","23043","17617","1"
"642051","2012-06-29 21:35:55","23043","17070","1"
"642231","2012-06-30 07:57:00","23057","19864","1"
"642623","2012-07-01 08:47:31","22928","5529","1"
"644036","2012-07-03 12:07:25","23158","6784","1"
"644041","2012-07-03 12:33:44","23156","37","1"
"644042","2012-07-03 12:34:10","23156","20525","1"
"644155","2012-07-03 15:56:44","23169","1318","1"
"644226","2012-07-03 18:44:34","23181","22867","1"
"644227","2012-07-03 18:54:15","23181","6093","1"
"644230","2012-07-03 19:04:14","23142","1718","1"
"644402","2012-07-04 04:41:41","23188","18337","1"
"644445","2012-07-04 06:38:27","23198","21502","1"
"644446","2012-07-04 06:38:27","23198","7239","1"
"644929","2012-07-05 01:41:19","23235","23142","1"
"645605","2012-07-05 22:56:23","22712","23060","1"
"645799","2012-07-06 07:45:37","23286","17472","1"
"645853","2012-07-06 08:20:18","23301","16210","1"
"645937","2012-07-06 10:02:16","23315","5003","1"
"645946","2012-07-06 10:54:51","23287","15558","1"
"646023","2012-07-06 15:54:17","23319","19936","1"
"646345","2012-07-07 14:19:50","23329","4038","1"
"646905","2012-07-08 17:38:08","23342","19802","1"
"647269","2012-07-09 08:26:12","23352","14745","1"
"647761","2012-07-09 16:04:01","23399","16891","1"
"647765","2012-07-09 16:15:45","23399","23396","1"
"648003","2012-07-10 01:54:54","23410","18883","1"
"648825","2012-07-11 06:53:56","23131","5735","1"
"648879","2012-07-11 11:14:44","23181","16800","1"
"649397","2012-07-12 06:48:10","23527","23449","1"
"649694","2012-07-12 15:35:11","23540","8040","1"
"650520","2012-07-13 15:31:55","23593","14194","1"
"650701","2012-07-13 20:23:43","23607","23592","1"
"650819","2012-07-14 03:24:00","23611","23142","1"
"651251","2012-07-15 02:02:27","23603","22793","1"
"652245","2012-07-17 03:43:59","23667","9105","1"
"652379","2012-07-17 08:06:17","23656","22867","1"
"653121","2012-07-18 10:56:25","23719","20162","1"
"653446","2012-07-18 20:04:24","23733","8382","1"
"653470","2012-07-18 20:57:34","23738","1944","1"
"654188","2012-07-19 16:44:01","23768","14571","1"
"654352","2012-07-20 00:08:46","22424","8153","1"
"654457","2012-07-20 05:43:33","479","74","1"
"654458","2012-07-20 05:43:33","479","4439","1"
"654496","2012-07-20 07:56:35","23795","23396","1"
"655179","2012-07-21 07:59:35","5003","14696","1"
"655486","2012-07-22 03:05:17","23843","11837","1"
"655636","2012-07-22 09:54:17","23843","22712","1"
"655700","2012-07-22 14:17:28","23843","22738","1"
"656201","2012-07-23 11:21:27","23882","14688","1"
"656202","2012-07-23 11:31:53","23882","20583","1"
"656560","2012-07-23 18:53:41","23906","1318","1"
"656608","2012-07-23 19:55:12","23906","20713","1"
"656945","2012-07-24 10:51:35","23896","13251","1"
"657194","2012-07-24 20:18:38","23940","14926","1"
"657195","2012-07-24 20:18:38","23940","22746","1"
"657196","2012-07-24 20:18:38","23940","20128","1"
"657666","2012-07-25 11:27:03","23852","23002","1"
"658302","2012-07-26 05:36:05","23991","23243","1"
"658475","2012-07-26 10:58:23","24011","5037","1"
"658553","2012-07-26 11:30:16","24017","9875","1"
"658606","2012-07-26 13:03:49","23964","22963","1"
"658628","2012-07-26 14:00:25","23981","1944","1"
"658719","2012-07-26 16:02:46","24025","3199","1"
"658873","2012-07-27 01:33:30","24039","21614","1"
"658907","2012-07-27 01:58:26","24035","16311","1"
"659435","2012-07-27 15:24:29","24066","13795","1"
"659436","2012-07-27 15:24:29","24066","18740","1"
"660382","2012-07-29 13:10:33","24103","3335","1"
"660438","2012-07-29 16:44:49","24102","7174","1"
"660774","2012-07-30 08:46:20","24110","1795","1"
"660775","2012-07-30 08:46:20","24110","13060","1"
"661008","2012-07-30 14:55:36","24133","15798","1"
"661480","2012-07-31 08:04:52","24158","24140","1"
"661837","2012-07-31 17:39:29","24158","5444","1"
"662191","2012-08-01 11:13:16","24171","23181","1"
"662296","2012-08-01 13:42:31","24221","4954","1"
"662354","2012-08-01 14:29:38","24212","23454","1"
"662355","2012-08-01 14:43:28","24222","23048","1"
"662743","2012-08-02 07:13:52","24212","22330","1"
"663354","2012-08-03 14:57:24","24282","8868","1"
"664430","2012-08-06 07:29:27","24321","24193","1"
"664465","2012-08-06 08:34:50","24323","4739","1"
"664466","2012-08-06 08:38:34","24323","18449","1"
"664538","2012-08-06 10:35:33","24324","2472","1"
"664578","2012-08-06 11:54:45","24321","20092","1"
"664656","2012-08-06 14:46:12","24339","12637","1"
"665014","2012-08-07 01:04:32","24371","19231","1"
"665031","2012-08-07 02:11:56","24367","24184","1"
"665233","2012-08-07 11:46:47","24386","12756","1"
"666155","2012-08-08 13:04:28","24437","20130","1"
"666234","2012-08-08 14:53:39","24445","6929","1"
"666531","2012-08-08 20:03:11","24466","12176","1"
"666795","2012-08-09 05:52:25","24466","21502","1"
"666927","2012-08-09 09:31:09","24497","10742","1"
"666928","2012-08-09 09:32:30","24497","571","1"
"666929","2012-08-09 09:37:03","24497","3282","1"
"667038","2012-08-09 11:26:21","24437","1176","1"
"667415","2012-08-09 18:59:47","4647","4590","1"
"667718","2012-08-10 13:49:15","4518","4503","1"
"667734","2012-08-10 15:19:29","4518","12637","1"
"667781","2012-08-10 17:20:03","5145","4896","1"
"667782","2012-08-10 17:22:37","1615","5636","1"
"667804","2012-08-10 17:45:10","4959","4491","1"
"667828","2012-08-10 17:54:22","3237","5516","1"
"668077","2012-08-11 09:30:32","24576","20675","1"
"668169","2012-08-11 15:18:52","5362","5242","1"
"668170","2012-08-11 15:18:57","5119","5058","1"
"668171","2012-08-11 15:18:57","5119","2335","1"
"668247","2012-08-11 19:26:32","3340","5257","1"
"668248","2012-08-11 19:26:35","4696","4518","1"
"668255","2012-08-11 19:41:24","4031","4775","1"
"668258","2012-08-11 19:51:05","5379","2657","1"
"668259","2012-08-11 19:51:05","5379","4439","1"
"668260","2012-08-11 19:51:05","5379","4705","1"
"668284","2012-08-11 20:45:22","5266","4567","1"
"668685","2012-08-13 07:01:28","24599","24486","1"
"668756","2012-08-13 08:54:39","24601","24044","1"
"668775","2012-08-13 09:51:43","24514","22738","1"
"668893","2012-08-13 12:53:28","24608","21662","1"
"668939","2012-08-13 14:45:28","24612","1328","1"
"668940","2012-08-13 14:45:28","24612","17442","1"
"668987","2012-08-13 16:39:49","24612","4348","1"
"669315","2012-08-14 09:16:34","24615","11203","1"
"669618","2012-08-14 21:29:00","22800","22508","1"
"669797","2012-08-15 08:13:48","24671","24158","1"
"670520","2012-08-16 07:33:55","24707","24466","1"
"670772","2012-08-16 14:21:17","24721","4348","1"
"670773","2012-08-16 14:21:17","24721","24612","1"
"670774","2012-08-16 14:23:44","24707","23358","1"
"670817","2012-08-16 15:53:49","24724","23802","1"
"671029","2012-08-16 21:11:26","24737","10431","1"
"671166","2012-08-17 02:29:34","24705","23738","1"
"672372","2012-08-18 22:05:49","24791","479","1"
"672564","2012-08-19 12:36:35","24791","24703","1"
"673265","2012-08-20 13:07:27","24784","19378","1"
"673681","2012-08-21 08:07:13","24852","1257","1"
"674178","2012-08-22 00:25:37","22093","5150","1"
"674179","2012-08-22 00:25:37","22093","3117","1"
"674487","2012-08-22 11:42:02","24858","1737","1"
"674488","2012-08-22 11:42:02","24858","11177","1"
"674598","2012-08-22 17:26:56","24912","6268","1"
"675046","2012-08-23 09:07:18","23911","24727","1"
"675107","2012-08-23 11:45:10","24939","13860","1"
"675278","2012-08-23 13:46:37","24945","17826","1"
"675314","2012-08-23 14:38:35","24933","24183","1"
"675602","2012-08-23 19:17:52","5727","12756","1"
"675603","2012-08-23 19:18:39","24972","12756","1"
"675645","2012-08-23 20:47:33","24981","3207","1"
"675712","2012-08-23 21:35:42","24984","23970","1"
"675825","2012-08-24 02:41:52","24992","24548","1"
"676097","2012-08-24 12:20:30","933","922","1"
"676100","2012-08-24 12:21:10","123","571","1"
"676101","2012-08-24 12:21:30","2065","1944","1"
"676105","2012-08-24 12:22:09","1833","1072","1"
"676106","2012-08-24 12:23:04","1042","352","1"
"676107","2012-08-24 12:23:39","3485","3454","1"
"676198","2012-08-24 14:39:09","25016","24964","1"
"676320","2012-08-24 15:54:29","14418","13935","1"
"676368","2012-08-24 16:15:55","25002","1","1"
"676375","2012-08-24 16:28:02","25002","14418","1"
"676665","2012-08-25 06:24:05","25033","3603","1"
"676905","2012-08-25 18:48:13","24972","933","1"
"677451","2012-08-27 05:02:39","24930","14298","1"
"678029","2012-08-28 00:55:25","25075","23456","1"
"678034","2012-08-28 00:59:52","1878","23002","1"
"678201","2012-08-28 09:47:05","25091","7863","1"
"678423","2012-08-28 15:12:05","25109","21061","1"
"678751","2012-08-28 22:58:26","24813","5556","1"
"679265","2012-08-29 16:08:38","25157","12294","1"
"679322","2012-08-29 16:28:14","25157","12100","1"
"679544","2012-08-29 20:17:16","25165","15553","1"
"679552","2012-08-29 20:19:11","25172","23650","1"
"679612","2012-08-29 20:41:02","25172","15389","1"
"679621","2012-08-29 21:15:11","25169","18553","1"
"679713","2012-08-29 23:40:35","25167","8153","1"
"679898","2012-08-30 07:37:09","25180","3270","1"
"679899","2012-08-30 07:38:25","25180","9684","1"
"679900","2012-08-30 07:40:18","25180","840","1"
"679934","2012-08-30 09:12:51","25189","3562","1"
"680260","2012-08-30 13:09:33","25167","15887","1"
"680461","2012-08-30 16:04:39","25213","24945","1"
"681281","2012-08-31 15:12:25","25249","5493","1"
"681640","2012-08-31 21:49:09","25262","7","1"
"681641","2012-08-31 21:50:47","25262","8382","1"
"682847","2012-09-03 06:47:46","25309","1850","1"
"683707","2012-09-04 12:56:59","25350","18332","1"
"683775","2012-09-04 14:43:25","25360","20953","1"
"683857","2012-09-04 15:58:17","25364","11479","1"
"683993","2012-09-04 18:37:47","25371","5136","1"
"684245","2012-09-05 07:49:57","25390","9119","1"
"684413","2012-09-05 13:47:37","25390","9581","1"
"684828","2012-09-06 09:17:00","25428","16210","1"
"685027","2012-09-06 14:07:32","25449","14688","1"
"685028","2012-09-06 14:07:32","25449","25167","1"
"685080","2012-09-06 14:24:44","25451","20197","1"
"685104","2012-09-06 15:07:12","25457","25394","1"
"685146","2012-09-06 15:52:00","25441","25315","1"
"685151","2012-09-06 15:57:04","25441","20175","1"
"685155","2012-09-06 16:14:52","25463","25436","1"
"685359","2012-09-06 20:18:56","25478","6776","1"
"685369","2012-09-06 20:50:04","25474","24612","1"
"685795","2012-09-07 11:12:21","25500","10853","1"
"686842","2012-09-08 19:20:45","25546","2608","1"
"687705","2012-09-10 02:09:24","25563","25504","1"
"688246","2012-09-10 16:59:59","25588","17746","1"
"688739","2012-09-11 15:35:09","25521","20860","1"
"688865","2012-09-11 19:47:14","25647","3562","1"
"689887","2012-09-13 07:56:29","25706","19925","1"
"690037","2012-09-13 13:53:34","25725","7938","1"
"690416","2012-09-14 08:43:17","25746","25728","1"
"690759","2012-09-14 19:37:21","25757","23440","1"
"690760","2012-09-14 19:37:21","25757","8876","1"
"693421","2012-09-17 10:56:03","25804","15840","1"
"693486","2012-09-17 13:58:13","25807","25315","1"
"694022","2012-09-18 09:43:36","25830","4078","1"
"694314","2012-09-18 18:51:45","16253","2","1"
"694315","2012-09-18 18:51:59","2","16253","1"
"694560","2012-09-19 01:29:38","25844","870","1"
"694561","2012-09-19 01:29:38","25844","8458","1"
"694562","2012-09-19 01:29:38","25844","8386","1"
"694646","2012-09-19 05:41:44","25847","22958","1"
"694960","2012-09-19 14:42:48","25874","25837","1"
"695197","2012-09-20 00:21:46","25843","16210","1"
"695259","2012-09-20 03:10:53","25882","5003","1"
"696030","2012-09-21 12:06:07","25937","3117","1"
"696033","2012-09-21 12:25:08","5649","1646","1"
"696604","2012-09-22 07:53:28","25910","25953","1"
"698072","2012-09-24 13:08:11","26004","18936","1"
"698528","2012-09-24 20:17:03","26049","3043","1"
"698731","2012-09-25 06:02:42","26065","6030","1"
"699201","2012-09-25 14:51:35","26091","20563","1"
"699202","2012-09-25 14:51:35","26091","18862","1"
"699203","2012-09-25 14:51:35","26091","4567","1"
"699432","2012-09-25 23:04:19","26121","25030","1"
"699725","2012-09-26 15:59:51","6133","691","1"
"699901","2012-09-26 19:31:27","26158","8153","1"
"699928","2012-09-26 19:38:22","26155","16322","1"
"699951","2012-09-26 20:14:43","26162","26157","1"
"700386","2012-09-27 08:50:07","26187","20824","1"
"700428","2012-09-27 10:41:42","26193","15162","1"
"700770","2012-09-27 16:19:51","26214","23358","1"
"700861","2012-09-27 20:03:49","26205","25972","1"
"702879","2012-10-01 09:58:23","26316","15982","1"
"702928","2012-10-01 12:06:25","26301","3429","1"
"703076","2012-10-01 14:05:50","26323","9263","1"
"703230","2012-10-01 16:47:52","26330","19464","1"
"703255","2012-10-01 19:06:55","261","24183","1"
"703473","2012-10-02 08:12:41","26336","1318","1"
"703733","2012-10-02 16:07:04","26358","12637","1"
"703734","2012-10-02 16:07:04","26358","12645","1"
"704164","2012-10-03 11:23:04","26380","19892","1"
"704324","2012-10-03 18:49:27","26395","13444","1"
"704697","2012-10-04 10:52:41","26430","1072","1"
"705600","2012-10-05 19:04:43","16648","24608","1"
"706972","2012-10-08 19:01:31","26541","1712","1"
"706973","2012-10-08 19:01:31","26541","3864","1"
"707380","2012-10-09 10:13:08","26560","23048","1"
"707388","2012-10-09 10:54:57","26575","10312","1"
"707435","2012-10-09 11:47:48","26582","19936","1"
"707436","2012-10-09 12:11:14","26585","26355","1"
"707484","2012-10-09 13:20:39","26477","17013","1"
"707555","2012-10-09 14:52:23","26591","17845","1"
"707610","2012-10-09 15:57:14","26591","19007","1"
"707790","2012-10-09 21:32:13","26322","26541","1"
"707860","2012-10-10 00:52:06","26574","21183","1"
"708053","2012-10-10 08:24:28","26554","21099","1"
"708236","2012-10-10 11:57:45","26640","19730","1"
"708237","2012-10-10 11:57:45","26640","25009","1"
"708303","2012-10-10 16:40:04","26540","16000","1"
"708839","2012-10-11 09:43:57","26668","22963","1"
"709084","2012-10-11 19:26:08","4584","21","1"
"709106","2012-10-11 20:23:31","26702","1161","1"
"709107","2012-10-11 20:23:31","26702","2550","1"
"709559","2012-10-12 15:10:37","26695","11965","1"
"711547","2012-10-15 00:46:43","27764","7053","1"
"711645","2012-10-15 07:56:13","27783","21422","1"
"711772","2012-10-15 13:41:02","27781","16792","1"
"711960","2012-10-15 16:43:16","27801","10312","1"
"711961","2012-10-15 16:43:16","27801","12073","1"
"712106","2012-10-15 19:11:57","27808","12637","1"
"712750","2012-10-16 11:28:40","27846","26121","1"
"712751","2012-10-16 11:28:40","27846","216","1"
"713566","2012-10-17 12:44:15","27883","16496","1"
"713662","2012-10-17 15:33:29","27883","18936","1"
"713776","2012-10-17 18:26:16","27917","2819","1"
"713813","2012-10-17 18:43:42","27915","21912","1"
"714161","2012-10-18 06:40:53","27932","334","1"
"714331","2012-10-18 10:26:47","27945","27781","1"
"714629","2012-10-18 17:42:22","27945","9946","1"
"714917","2012-10-19 07:28:46","27988","26004","1"
"715159","2012-10-19 12:29:36","27992","26331","1"
"715336","2012-10-19 21:39:48","28017","24527","1"
"715352","2012-10-19 22:50:31","28025","27885","1"
"715379","2012-10-19 22:52:28","27885","28025","1"
"715591","2012-10-20 10:11:59","28044","831","1"
"716419","2012-10-22 06:44:34","28077","16465","1"
"716452","2012-10-22 08:50:37","28049","25463","1"
"716548","2012-10-22 09:47:43","28090","1459","1"
"716565","2012-10-22 11:20:30","3462","16020","1"
"716640","2012-10-22 13:58:35","28092","13450","1"
"716910","2012-10-22 20:03:35","28124","24445","1"
"716957","2012-10-22 21:40:47","28109","11896","1"
"717333","2012-10-23 09:02:17","28146","12100","1"
"717335","2012-10-23 09:04:06","28146","8099","1"
"717410","2012-10-23 11:10:36","28158","8876","1"
"717557","2012-10-23 14:20:31","28165","126","1"
"717760","2012-10-23 17:55:07","28158","126","1"
"717786","2012-10-23 18:12:33","28195","10312","1"
"717997","2012-10-23 23:37:57","28210","5279","1"
"717998","2012-10-23 23:37:57","28210","5169","1"
"718368","2012-10-24 11:19:43","28239","12756","1"
"718369","2012-10-24 11:19:43","28239","922","1"
"718370","2012-10-24 11:22:43","5691","343","1"
"718476","2012-10-24 13:11:48","28246","1318","1"
"718932","2012-10-24 23:28:11","28282","13218","1"
"718963","2012-10-24 23:33:15","28185","25612","1"
"719281","2012-10-25 12:06:24","28297","28172","1"
"719546","2012-10-25 18:02:09","28316","12289","1"
"719547","2012-10-25 18:02:09","28316","19634","1"
"719978","2012-10-26 13:31:32","28297","2237","1"
"719981","2012-10-26 13:40:56","28346","3618","1"
"719982","2012-10-26 13:40:56","28346","5556","1"
"719983","2012-10-26 13:40:56","28346","13860","1"
"720039","2012-10-26 14:35:16","28351","5556","1"
"720040","2012-10-26 14:35:16","28351","789","1"
"720041","2012-10-26 14:35:16","28351","24356","1"
"720170","2012-10-26 15:54:29","28356","25523","1"
"720609","2012-10-27 17:47:40","28367","28297","1"
"721211","2012-10-29 07:09:32","28397","19751","1"
"721380","2012-10-29 10:21:35","28417","28404","1"
"721567","2012-10-29 18:21:40","28348","11640","1"
"721778","2012-10-30 03:42:37","28443","46","1"
"721976","2012-10-30 10:10:01","10728","456","1"
"722151","2012-10-30 15:26:26","26640","20944","1"
"722731","2012-10-31 11:16:51","28515","21409","1"
"722840","2012-10-31 11:41:27","28519","4567","1"
"722841","2012-10-31 11:47:03","28523","14466","1"
"723425","2012-11-01 03:45:38","28559","28486","1"
"723555","2012-11-01 09:16:37","28519","5266","1"
"724431","2012-11-02 12:06:09","28628","13727","1"
"724560","2012-11-02 15:33:12","28641","12037","1"
"724561","2012-11-02 15:33:12","28641","4348","1"
"725094","2012-11-03 15:59:41","28670","970","1"
"725605","2012-11-04 22:36:09","28693","1202","1"
"725606","2012-11-04 22:36:09","28693","17703","1"
"725607","2012-11-04 22:36:09","28693","14102","1"
"725608","2012-11-04 22:36:09","28693","17218","1"
"725621","2012-11-04 23:07:41","1202","28693","1"
"725960","2012-11-05 09:14:55","28708","4767","1"
"726025","2012-11-05 10:29:39","28705","17555","1"
"726862","2012-11-06 09:09:13","28755","13055","1"
"727050","2012-11-06 15:16:17","28781","12492","1"
"727971","2012-11-07 19:25:11","28828","14577","1"
"728038","2012-11-07 20:26:28","28826","2331","1"
"728182","2012-11-07 22:27:05","28845","4847","1"
"728183","2012-11-07 22:27:05","28845","6559","1"
"728184","2012-11-07 22:27:05","28845","3801","1"
"728362","2012-11-08 07:59:57","28825","28458","1"
"728815","2012-11-08 17:46:51","28883","6520","1"
"728862","2012-11-08 18:11:01","28883","24183","1"
"728974","2012-11-08 21:53:57","28802","10312","1"
"729325","2012-11-09 11:32:33","28917","22376","1"
"729333","2012-11-09 11:53:24","28920","13475","1"
"729417","2012-11-09 14:22:02","28891","14880","1"
"729690","2012-11-09 18:18:26","28935","10483","1"
"731180","2012-11-12 15:55:16","28883","19617","1"
"731311","2012-11-12 22:52:28","28995","25820","1"
"731946","2012-11-13 22:27:59","1381","23440","1"
"732356","2012-11-14 13:26:47","29101","15982","1"
"732474","2012-11-14 15:22:46","29000","28826","1"
"732543","2012-11-14 17:21:51","29101","12073","1"
"732668","2012-11-14 19:36:14","29120","11043","1"
"733067","2012-11-15 11:07:56","29097","26532","1"
"735302","2012-11-19 09:50:41","29208","3864","1"
"735303","2012-11-19 09:50:41","29208","18730","1"
"735304","2012-11-19 09:50:41","29208","3663","1"
"735437","2012-11-19 11:07:00","29279","13530","1"
"735531","2012-11-19 12:16:29","29284","5003","1"
"735577","2012-11-19 12:37:09","29285","29181","1"
"735699","2012-11-19 16:52:14","29294","703","1"
"736055","2012-11-20 07:55:18","29250","23342","1"
"736363","2012-11-20 14:01:00","29342","28921","1"
"736383","2012-11-20 14:14:26","29336","19802","1"
"736406","2012-11-20 15:10:04","703","29294","1"
"736443","2012-11-20 16:09:11","29347","22945","1"
"736508","2012-11-20 17:13:07","29347","9220","1"
"737107","2012-11-21 10:25:28","29393","17507","1"
"737123","2012-11-21 11:27:25","29393","9946","1"
"737667","2012-11-22 03:34:18","29420","15919","1"
"737668","2012-11-22 03:34:18","29420","15899","1"
"737924","2012-11-22 10:35:09","29449","29324","1"
"738014","2012-11-22 12:24:45","29457","5920","1"
"738015","2012-11-22 12:24:45","29457","6949","1"
"738287","2012-11-22 23:47:00","29476","21930","1"
"738613","2012-11-23 10:24:21","29492","20595","1"
"739300","2012-11-24 09:38:42","29500","22945","1"
"739921","2012-11-25 16:02:56","29542","782","1"
"739922","2012-11-25 16:02:56","29542","10368","1"
"739923","2012-11-25 16:02:56","29542","10113","1"
"741067","2012-11-27 08:06:49","29600","12629","1"
"741302","2012-11-27 14:48:02","29636","22085","1"
"741558","2012-11-27 20:32:04","29659","5529","1"
"741828","2012-11-28 04:00:58","29679","17472","1"
"741829","2012-11-28 04:00:58","29679","21662","1"
"741830","2012-11-28 04:00:58","29679","5003","1"
"741831","2012-11-28 04:00:58","29679","59","1"
"741834","2012-11-28 04:09:04","29679","8811","1"
"742031","2012-11-28 07:22:04","29674","5003","1"
"742185","2012-11-28 10:36:20","29685","25826","1"
"742800","2012-11-28 22:58:59","29756","14571","1"
"743008","2012-11-29 08:56:43","29737","9731","1"
"743025","2012-11-29 09:04:18","29771","9247","1"
"743502","2012-11-29 21:09:19","22097","24934","1"
"743641","2012-11-30 00:39:18","29835","6929","1"
"743882","2012-11-30 11:04:09","29855","21891","1"
"744239","2012-11-30 19:15:08","29891","20751","1"
"744377","2012-11-30 23:08:46","29774","29036","1"
"744553","2012-12-01 05:11:29","20049","29481","1"
"745221","2012-12-02 13:57:07","29929","10232","1"
"745222","2012-12-02 13:57:07","29929","25527","1"
"745350","2012-12-02 19:14:45","29937","21236","1"
"745351","2012-12-02 19:14:45","29937","10911","1"
"745377","2012-12-02 19:58:44","29896","16155","1"
"745506","2012-12-02 22:45:41","29925","20713","1"
"745569","2012-12-03 03:39:12","29925","9207","1"
"745570","2012-12-03 03:39:12","29925","13413","1"
"745571","2012-12-03 03:39:12","29925","4078","1"
"745572","2012-12-03 03:39:12","29925","7203","1"
"745573","2012-12-03 03:39:12","29925","22532","1"
"746636","2012-12-04 13:17:29","30019","9606","1"
"746902","2012-12-04 19:07:30","30031","1257","1"
"747148","2012-12-04 23:54:45","30044","30057","1"
"747664","2012-12-05 14:57:52","28244","30093","1"
"747714","2012-12-05 16:03:39","30099","16959","1"
"748261","2012-12-06 10:00:32","30143","21891","1"
"748262","2012-12-06 10:00:32","30143","29855","1"
"748434","2012-12-06 15:38:21","30159","12437","1"
"748444","2012-12-06 15:54:28","30146","18089","1"
"748650","2012-12-06 19:36:55","30168","9207","1"
"748651","2012-12-06 19:36:55","30168","3938","1"
"749276","2012-12-07 18:12:10","30197","3429","1"
"750437","2012-12-09 21:09:23","30282","30197","1"
"750884","2012-12-10 10:12:30","30300","30197","1"
"750951","2012-12-10 13:19:34","30300","19908","1"
"751058","2012-12-10 17:42:51","12586","20595","1"
"751658","2012-12-11 12:48:47","30345","3008","1"
"752173","2012-12-11 22:20:53","30426","9619","1"
"753565","2012-12-13 19:20:39","23671","1072","1"
"753710","2012-12-14 00:49:12","30553","26014","1"
"753770","2012-12-14 03:07:16","30420","9544","1"
"753946","2012-12-14 10:43:41","30565","3844","1"
"754167","2012-12-14 17:37:35","30587","22808","1"
"754168","2012-12-14 17:37:35","30587","20663","1"
"754227","2012-12-14 19:02:48","30585","750","1"
"754360","2012-12-15 00:38:44","30599","10674","1"
"754880","2012-12-15 20:40:17","30632","29617","1"
"755231","2012-12-16 16:41:50","30657","9220","1"
"755896","2012-12-17 16:22:11","30694","8536","1"
"756193","2012-12-18 00:42:25","30719","23266","1"
"756564","2012-12-18 15:40:40","30743","3282","1"
"756749","2012-12-18 22:52:36","30760","15372","1"
"756818","2012-12-19 00:24:58","30666","30682","1"
"756821","2012-12-19 01:00:15","30760","26647","1"
"757085","2012-12-19 08:50:18","30770","18786","1"
"757302","2012-12-19 15:11:29","30726","25275","1"
"757477","2012-12-19 20:24:29","30782","30599","1"
"757879","2012-12-20 12:37:19","30833","7060","1"
"758191","2012-12-20 16:43:05","30855","1795","1"
"758253","2012-12-20 17:43:40","30864","17218","1"
"758254","2012-12-20 17:43:40","30864","8198","1"
"758440","2012-12-21 01:03:15","30838","10728","1"
"758685","2012-12-21 12:54:24","30783","16465","1"
"758686","2012-12-21 12:54:24","30783","11655","1"
"758687","2012-12-21 12:54:24","30783","5348","1"
"758688","2012-12-21 12:54:24","30783","28486","1"
"759012","2012-12-21 19:27:20","30909","30115","1"
"759053","2012-12-21 22:11:01","30913","30864","1"
"761616","2012-12-26 08:28:38","30989","8318","1"
"761622","2012-12-26 08:47:41","30983","4977","1"
"762144","2012-12-27 07:27:27","31006","5456","1"
"762346","2012-12-27 11:49:43","31012","8158","1"
"762429","2012-12-27 15:37:57","31010","1863","1"
"762432","2012-12-27 15:38:57","31010","4670","1"
"762553","2012-12-27 18:17:57","31031","12862","1"
"762581","2012-12-27 21:18:51","30864","1072","1"
"763001","2012-12-28 09:50:13","31050","30535","1"
"763309","2012-12-28 18:26:07","31082","933","1"
"763310","2012-12-28 18:27:37","31082","12756","1"
"763314","2012-12-28 19:29:03","31067","21061","1"
"768945","2012-12-30 23:10:56","31154","5493","1"
"768946","2012-12-30 23:10:56","31154","5217","1"
"768947","2012-12-30 23:10:56","31154","11150","1"
"769982","2012-12-31 08:44:21","31161","970","1"
"769994","2012-12-31 08:51:31","31161","14257","1"
"769995","2012-12-31 08:51:31","31161","21845","1"
"771631","2012-12-31 12:54:11","31167","28827","1"
"772691","2012-12-31 21:08:05","31180","14867","1"
"779440","2013-01-02 17:52:23","31227","24612","1"
"779441","2013-01-02 17:52:23","31227","4348","1"
"780176","2013-01-03 07:30:36","31264","1","1"
"780177","2013-01-03 07:30:36","31264","14418","1"
"780564","2013-01-03 12:29:00","4348","24612","1"
"780603","2013-01-03 12:55:51","31285","8277","1"
"781173","2013-01-03 17:00:16","30049","28995","1"
"781748","2013-01-03 20:33:45","31314","5493","1"
"782516","2013-01-04 00:50:32","31320","29745","1"
"782947","2013-01-04 08:55:05","19828","28417","1"
"783976","2013-01-04 16:18:05","31366","12234","1"
"784191","2013-01-04 18:56:34","31374","15558","1"
"784522","2013-01-04 22:33:46","31374","275","1"
"787785","2013-01-06 20:42:14","31395","970","1"
"787921","2013-01-07 00:22:44","31392","31249","1"
"788817","2013-01-07 16:10:34","31492","2472","1"
"788844","2013-01-07 16:36:05","31492","11891","1"
"789758","2013-01-08 09:48:37","31531","22221","1"
"790305","2013-01-08 13:57:18","31541","840","1"
"790743","2013-01-08 20:44:14","31237","8496","1"
"790744","2013-01-08 20:45:11","31237","1927","1"
"791024","2013-01-09 00:25:20","31579","13727","1"
"792778","2013-01-09 15:24:55","31626","5493","1"
"793035","2013-01-09 18:05:35","31616","29125","1"
"793211","2013-01-09 20:29:15","31650","10869","1"
"794793","2013-01-10 14:41:37","31594","23755","1"
"795446","2013-01-10 21:56:15","31709","9220","1"
"796282","2013-01-11 08:53:51","31738","15550","1"
"796283","2013-01-11 08:53:51","31738","20828","1"
"798745","2013-01-12 17:07:02","30926","31830","1"
"799877","2013-01-12 18:28:34","31060","31005","1"
"801080","2013-01-13 09:39:31","31814","31818","1"
"801323","2013-01-13 13:36:46","31844","19608","1"
"804084","2013-01-14 16:41:38","32900","9946","1"
"804152","2013-01-14 18:00:57","32885","16666","1"
"804340","2013-01-14 19:35:55","32905","15982","1"
"804477","2013-01-14 20:15:08","32912","16666","1"
"805339","2013-01-15 10:07:26","32923","30174","1"
"805466","2013-01-15 11:40:04","32948","9681","1"
"807222","2013-01-16 13:33:36","33018","29393","1"
"807836","2013-01-16 18:58:58","33041","30199","1"
