Id,ReviewTaskTypeId,CreationDate,DeletionDate,ReviewTaskStateId,PostId,SuggestedEditId,CompletedByReviewTaskId
"4242","4","2012-11-30 00:00:00","2012-11-30 00:00:00","2","29893","","3763"
"4245","1","2012-11-30 00:00:00","2012-11-30 00:00:00","2","28893","1697","3765"
"4247","4","2012-12-01 00:00:00","2012-12-01 00:00:00","2","29899","","3780"
"4248","2","2012-12-01 00:00:00","2012-12-04 00:00:00","3","29899","",""
"4250","4","2012-12-01 00:00:00","2012-12-01 00:00:00","2","29905","","3779"
"4251","4","2012-12-01 00:00:00","2012-12-01 00:00:00","2","29909","","3778"
"4254","4","2012-12-01 00:00:00","2012-12-01 00:00:00","2","29914","","3769"
"4255","1","2012-12-01 00:00:00","2012-12-01 00:00:00","2","10935","1698","3775"
"4256","2","2012-12-02 00:00:00","2012-12-02 00:00:00","2","29921","","3789"
"4257","4","2012-12-02 00:00:00","2012-12-02 00:00:00","2","29929","","3785"
"4258","4","2012-12-02 00:00:00","2012-12-02 00:00:00","2","29931","","3787"
"4259","1","2012-12-02 00:00:00","2012-12-02 00:00:00","2","29937","1699","3786"
"4260","4","2012-12-02 00:00:00","2012-12-02 00:00:00","2","29937","","3788"
"4261","2","2012-12-02 00:00:00","2012-12-03 00:00:00","2","29942","","3804"
"4262","3","2012-12-02 00:00:00","2012-12-02 00:00:00","3","29945","",""
"4264","4","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29950","","3794"
"4265","5","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29950","","3806"
"4266","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29952","1700","3795"
"4268","5","2012-12-03 00:00:00","2012-12-03 00:00:00","2","3026","","3805"
"4269","4","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29958","","3797"
"4270","3","2012-12-03 00:00:00","2012-12-03 00:00:00","3","29958","",""
"4271","2","2012-12-03 00:00:00","2012-12-03 00:00:00","3","29968","",""
"4273","2","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29964","","3809"
"4274","4","2012-12-03 00:00:00","2012-12-03 00:00:00","3","29974","",""
"4275","2","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29974","","3810"
"4276","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29978","1701","3812"
"4277","4","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29980","","3816"
"4278","5","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29980","","3814"
"4279","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29959","1702","3820"
"4280","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","7655","1703","3819"
"4281","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29988","1704","3822"
"4282","1","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29990","1705","3824"
"4283","4","2012-12-03 00:00:00","2012-12-03 00:00:00","2","29994","","3825"
"4284","4","2012-12-03 00:00:00","2012-12-04 00:00:00","2","29999","","3826"
"4285","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30004","","3828"
"4286","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30010","","3829"
"4289","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","26127","1706","3833"
"4290","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","29941","1707","3836"
"4291","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30017","","3838"
"4292","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30017","1708","3837"
"4293","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30023","","3839"
"4294","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30026","","3840"
"4295","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30029","","3841"
"4296","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30029","1709","3844"
"4297","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30042","","3845"
"4298","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30043","","3846"
"4299","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30047","","3854"
"4300","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30046","1710","3848"
"4301","4","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30055","","3850"
"4302","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30051","1711","3851"
"4303","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","30044","1712","3857"
"4304","1","2012-12-04 00:00:00","2012-12-04 00:00:00","2","22312","1713","3856"
"4305","4","2012-12-04 00:00:00","2012-12-05 00:00:00","2","30060","","3860"
"4308","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30067","","3862"
"4309","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30071","","3866"
"4310","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","19752","1714","3864"
"4311","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30072","","3865"
"4312","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","24568","1715","3869"
"4313","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30073","","3871"
"4314","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30074","","3875"
"4315","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30076","","3877"
"4316","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30076","1716","3874"
"4317","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30078","","3876"
"4323","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30059","1717","3878"
"4324","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30089","","3882"
"4325","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30091","1718","3881"
"4326","3","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30098","","3883"
"4327","2","2012-12-05 00:00:00","2012-12-05 00:00:00","3","30107","",""
"4328","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","6348","1719","3886"
"4329","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","6349","1720","3885"
"4330","4","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30118","","3891"
"4331","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30107","1721","3888"
"4332","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30121","1722","3893"
"4333","1","2012-12-05 00:00:00","2012-12-05 00:00:00","2","30122","1723","3894"
"4334","2","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30115","","3901"
"4335","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30127","","3895"
"4336","3","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30129","","3900"
"4337","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30132","","3898"
"4338","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30133","","3899"
"4339","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30137","","3902"
"4340","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","20197","1724","3904"
"4341","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","29754","1725","3907"
"4342","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30118","1726","3909"
"4346","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","29622","1727","3915"
"4347","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","29754","1728","3916"
"4348","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30166","1729","3914"
"4349","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30166","","3919"
"4350","1","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30173","1730","3918"
"4351","4","2012-12-06 00:00:00","2012-12-06 00:00:00","2","30178","","3920"
"4352","4","2012-12-06 00:00:00","2012-12-07 00:00:00","2","30184","","3921"
"4353","4","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30186","","3922"
"4354","4","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30188","","3923"
"4355","4","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30191","","3924"
"4356","2","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30191","","3936"
"4357","4","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30192","","3927"
"4358","1","2012-12-07 00:00:00","2012-12-07 00:00:00","2","29113","1731","3933"
"4359","1","2012-12-07 00:00:00","2012-12-07 00:00:00","2","29109","1732","3931"
"4360","1","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30192","1733","3930"
"4361","4","2012-12-07 00:00:00","2012-12-07 00:00:00","2","30197","","3935"
"4362","2","2012-12-07 00:00:00","2012-12-09 00:00:00","2","30206","","3950"
"4363","4","2012-12-07 00:00:00","2012-12-08 00:00:00","2","30208","","3939"
"4364","4","2012-12-07 00:00:00","2012-12-09 00:00:00","2","30220","","3948"
"4365","4","2012-12-07 00:00:00","2012-12-08 00:00:00","2","30221","","3938"
"4366","4","2012-12-08 00:00:00","2012-12-09 00:00:00","2","30223","","3949"
"4367","1","2012-12-08 00:00:00","2012-12-08 00:00:00","2","30223","1734","3941"
"4368","4","2012-12-08 00:00:00","2012-12-09 00:00:00","2","30230","","3946"
"4373","4","2012-12-08 00:00:00","2012-12-09 00:00:00","2","30249","","3954"
"4374","1","2012-12-08 00:00:00","2012-12-08 00:00:00","2","30249","1735","3945"
"4377","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30256","","3951"
"4378","2","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30248","","3956"
"4380","1","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30159","1736","3955"
"4382","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30262","","3957"
"4383","4","2012-12-09 00:00:00","2012-12-10 00:00:00","2","30269","","3966"
"4384","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30271","","3960"
"4385","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","29763","","3959"
"4386","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","29861","","3958"
"4387","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30281","","3961"
"4388","4","2012-12-09 00:00:00","2012-12-09 00:00:00","2","30286","","3964"
"4392","4","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30291","","3967"
"4395","1","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30291","1737","3969"
"4396","4","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30300","","3974"
"4397","4","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30302","","3976"
"4398","2","2012-12-10 00:00:00","2012-12-10 00:00:00","3","30300","",""
"4399","4","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30303","","3975"
"4400","5","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30303","","3978"
"4401","1","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30302","1738","3980"
"4402","1","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30303","1739","3979"
"4403","1","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30206","1740","3982"
"4406","4","2012-12-10 00:00:00","2012-12-10 00:00:00","2","30317","","3983"
"4408","3","2012-12-10 00:00:00","2012-12-10 00:00:00","3","30317","",""
"4410","4","2012-12-10 00:00:00","2012-12-11 00:00:00","2","30323","","3985"
"4411","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30328","","3989"
"4412","5","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30328","","3986"
"4414","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30331","","3991"
"4416","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30332","","3990"
"4417","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30335","1741","3993"
"4420","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30349","","3996"
"4421","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30349","1743","3999"
"4422","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30351","","4000"
"4423","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","29073","1744","4001"
"4424","2","2012-12-11 00:00:00","2012-12-11 00:00:00","3","30345","",""
"4425","2","2012-12-11 00:00:00","2012-12-11 00:00:00","3","29073","",""
"4428","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30366","","4004"
"4429","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30370","","4005"
"4430","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30374","","4006"
"4431","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30377","","4007"
"4432","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30382","","4008"
"4433","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30383","","4009"
"4434","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30388","","4010"
"4435","3","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30393","","4014"
"4436","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30396","","4011"
"4437","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30397","","4012"
"4438","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30397","1745","4015"
"4439","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30400","","4020"
"4440","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30404","","4016"
"4441","5","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30407","","4017"
"4442","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30408","","4018"
"4443","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30408","1746","4022"
"4444","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30415","","4024"
"4445","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30416","","4027"
"4446","5","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30417","","4026"
"4447","1","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30345","1747","4025"
"4448","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30419","","4030"
"4449","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30425","","4031"
"4450","1","2012-12-11 00:00:00","2012-12-12 00:00:00","2","30431","1748","4037"
"4451","4","2012-12-11 00:00:00","2012-12-11 00:00:00","2","30432","","4033"
"4452","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30404","1749","4036"
"4453","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30436","","4038"
"4454","2","2012-12-12 00:00:00","2012-12-13 00:00:00","3","30429","",""
"4455","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30442","","4039"
"4456","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30450","","4046"
"4457","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","5082","1750","4044"
"4458","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30456","","4047"
"4459","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30457","","4049"
"4460","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30461","","4048"
"4463","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30463","","4050"
"4464","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30359","1751","4054"
"4465","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30465","","4053"
"4468","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30359","1752","4055"
"4469","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30471","","4061"
"4470","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30473","","4060"
"4471","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","6348","1753","4058"
"4472","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","6321","1754","4059"
"4475","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30471","1755","4062"
"4476","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30455","1756","4066"
"4477","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30478","","4067"
"4478","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30479","","4068"
"4479","1","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30479","1757","4070"
"4480","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30482","","4071"
"4481","4","2012-12-12 00:00:00","2012-12-12 00:00:00","2","30484","","4073"
"4482","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30493","","4075"
"4485","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30499","","4079"
"4486","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30132","1758","4078"
"4489","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30507","","4086"
"4490","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30508","","4084"
"4492","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30506","1759","4089"
"4494","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30514","","4093"
"4495","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","28975","1760","4091"
"4496","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30517","1761","4095"
"4497","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30514","1762","4096"
"4498","2","2012-12-13 00:00:00","2012-12-19 00:00:00","2","30506","","4255"
"4499","2","2012-12-13 00:00:00","2012-12-14 00:00:00","2","30420","","4115"
"4500","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30532","","4101"
"4503","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30527","1763","4105"
"4504","1","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30527","1764","4110"
"4505","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30539","","4108"
"4507","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30544","","4113"
"4509","4","2012-12-13 00:00:00","2012-12-13 00:00:00","2","30549","","4114"
"4514","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","29732","1766","4130"
"4515","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30554","1767","4129"
"4516","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30560","1768","4132"
"4517","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30567","","4133"
"4518","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30573","","4136"
"4519","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","26582","1769","4138"
"4520","4","2012-12-14 00:00:00","2012-12-14 00:00:00","3","30576","",""
"4521","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30579","","4140"
"4522","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30580","","4139"
"4526","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30592","","4143"
"4527","4","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30593","","4146"
"4528","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","30574","1770","4147"
"4529","1","2012-12-14 00:00:00","2012-12-14 00:00:00","2","678","1771","4149"
"4530","1","2012-12-14 00:00:00","2012-12-15 00:00:00","2","30527","1772","4154"
"4531","4","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30604","","4152"
"4532","4","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30607","","4155"
"4533","3","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30614","","4156"
"4534","4","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30619","","4157"
"4535","4","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30621","","4158"
"4541","1","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30638","1773","4161"
"4542","1","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30639","1774","4162"
"4543","4","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30640","","4164"
"4544","1","2012-12-15 00:00:00","2012-12-15 00:00:00","2","30527","1775","4165"
"4545","4","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30647","","4166"
"4547","1","2012-12-16 00:00:00","2012-12-16 00:00:00","2","5322","1776","4168"
"4548","4","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30657","","4172"
"4549","4","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30660","","4171"
"4550","1","2012-12-16 00:00:00","2012-12-16 00:00:00","2","29866","1777","4170"
"4551","2","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30657","","4173"
"4552","1","2012-12-16 00:00:00","2012-12-16 00:00:00","2","9761","1778","4176"
"4553","1","2012-12-16 00:00:00","2012-12-16 00:00:00","2","9768","1779","4174"
"4554","1","2012-12-16 00:00:00","2012-12-17 00:00:00","2","11535","1780","4180"
"4555","4","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30666","","4178"
"4556","4","2012-12-16 00:00:00","2012-12-16 00:00:00","2","30668","","4179"
"4557","1","2012-12-16 00:00:00","2012-12-17 00:00:00","2","12763","1781","4181"
"4558","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30669","1782","4183"
"4559","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30674","","4184"
"4560","5","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30674","","4185"
"4561","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30674","1783","4187"
"4562","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30676","","4188"
"4563","2","2012-12-17 00:00:00","2012-12-17 00:00:00","2","9761","","4196"
"4564","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","26391","1784","4191"
"4565","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","23896","1785","4190"
"4566","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","15492","1786","4194"
"4567","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30670","1787","4198"
"4568","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30590","1788","4200"
"4569","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30683","1789","4202"
"4570","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30688","","4203"
"4571","2","2012-12-17 00:00:00","2012-12-18 00:00:00","2","30697","","4226"
"4572","5","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30699","","4208"
"4573","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30703","","4210"
"4574","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30359","1790","4206"
"4575","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30706","","4211"
"4576","1","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30590","1791","4207"
"4577","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30709","","4209"
"4578","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30710","","4212"
"4579","2","2012-12-17 00:00:00","2012-12-26 00:00:00","2","30709","","4312"
"4580","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30712","","4216"
"4581","4","2012-12-17 00:00:00","2012-12-17 00:00:00","2","30716","","4214"
"4582","2","2012-12-17 00:00:00","2012-12-17 00:00:00","3","30712","",""
"4583","4","2012-12-17 00:00:00","2012-12-18 00:00:00","2","30717","","4219"
"4584","4","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30719","","4223"
"4585","2","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30719","","4225"
"4586","4","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30724","","4222"
"4587","2","2012-12-18 00:00:00","2012-12-19 00:00:00","2","30726","","4254"
"4588","2","2012-12-18 00:00:00","2012-12-18 00:00:00","2","26709","","4229"
"4589","2","2012-12-18 00:00:00","2012-12-19 00:00:00","2","30738","","4253"
"4590","4","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30742","","4230"
"4591","4","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30743","","4233"
"4592","1","2012-12-18 00:00:00","2012-12-18 00:00:00","2","30743","1792","4231"
"4593","2","2012-12-18 00:00:00","2012-12-19 00:00:00","2","30752","","4251"
"4594","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30762","1793","4242"
"4595","4","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30770","","4246"
"4596","2","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30770","","4250"
"4597","4","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30772","","4248"
"4598","3","2012-12-19 00:00:00","2012-12-19 00:00:00","3","30774","",""
"4599","4","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30778","","4249"
"4600","2","2012-12-19 00:00:00","2012-12-19 00:00:00","3","30778","",""
"4601","4","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30788","","4252"
"4602","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30793","1794","4257"
"4603","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30793","1795","4258"
"4604","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","6321","1796","4260"
"4605","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","11536","1797","4259"
"4606","1","2012-12-19 00:00:00","2012-12-19 00:00:00","2","30758","1798","4261"
"4607","2","2012-12-19 00:00:00","2012-12-20 00:00:00","3","30799","",""
"4608","4","2012-12-20 00:00:00","2012-12-20 00:00:00","2","30832","","4263"
"4609","4","2012-12-20 00:00:00","2012-12-20 00:00:00","2","30834","","4262"
"4610","4","2012-12-20 00:00:00","2012-12-20 00:00:00","2","30837","","4264"
"4613","4","2012-12-20 00:00:00","2012-12-20 00:00:00","2","30858","","4268"
"4614","1","2012-12-20 00:00:00","2012-12-20 00:00:00","2","30643","1799","4267"
"4615","4","2012-12-20 00:00:00","2012-12-21 00:00:00","2","30876","","4271"
"4618","1","2012-12-20 00:00:00","2012-12-21 00:00:00","2","30838","1800","4270"
"4619","1","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30728","1801","4273"
"4620","1","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30858","1802","4275"
"4621","4","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30896","","4283"
"4622","4","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30898","","4276"
"4623","1","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30896","1803","4278"
"4624","1","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30898","1804","4277"
"4625","4","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30901","","4279"
"4626","4","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30906","","4284"
"4627","4","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30907","","4285"
"4628","1","2012-12-21 00:00:00","2012-12-21 00:00:00","2","30907","1805","4282"
"4631","1","2012-12-22 00:00:00","2012-12-22 00:00:00","2","23773","1806","4290"
"4633","4","2012-12-22 00:00:00","2012-12-22 00:00:00","2","30485","","4293"
"4634","1","2012-12-22 00:00:00","2012-12-22 00:00:00","2","30926","1807","4291"
"4635","1","2012-12-22 00:00:00","2012-12-22 00:00:00","2","30485","1808","4294"
"4640","4","2012-12-23 00:00:00","2012-12-23 00:00:00","2","30937","","4299"
"4641","3","2012-12-23 00:00:00","2012-12-23 00:00:00","2","30940","","4298"
"4646","4","2012-12-23 00:00:00","2012-12-23 00:00:00","2","30949","","4300"
"4647","5","2012-12-23 00:00:00","2012-12-23 00:00:00","2","30949","","4301"
"4648","4","2012-12-24 00:00:00","2012-12-24 00:00:00","2","30961","","4303"
"4649","2","2012-12-24 00:00:00","2012-12-26 00:00:00","2","30941","","4314"
"4652","4","2012-12-25 00:00:00","2012-12-25 00:00:00","2","30970","","4306"
"4653","2","2012-12-26 00:00:00","2012-12-26 00:00:00","3","30983","",""
"4656","4","2012-12-26 00:00:00","2012-12-26 00:00:00","2","30992","","4310"
"4659","4","2012-12-26 00:00:00","2012-12-27 00:00:00","2","31001","","4317"
"4660","4","2012-12-27 00:00:00","2012-12-27 00:00:00","2","31009","","4319"
"4661","4","2012-12-27 00:00:00","2012-12-27 00:00:00","2","31012","","4321"
"4662","4","2012-12-27 00:00:00","2012-12-27 00:00:00","2","31016","","4322"
